opportunity_id,account_name,account_specialty,account_state,account_providers,stage,win_probability,amount,products,lead_source,owner,region,created_date,close_date,days_in_stage
006175039093,Palm Podiatry Center for Excellence,Podiatry,NM,2,Proposal Sent,0.55,49000.00,EHR + PM,Partner,Jennifer Ruiz,Southwest,2025-12-24,2026-03-22,25
006374868050,River Urology Healthcare Partners,Urology,PA,8,Discovery,0.20,45300.00,RCM Only,Webinar,Sarah Chen,Northeast,2025-09-30,2026-03-09,43
006783921155,Metro Dermatology Specialty Group,Dermatology,IA,3,Proposal Sent,0.55,56400.00,EHR,Partner,David Kim,Midwest,2025-10-17,2026-03-26,18
006266440542,Mountain Orthopedic Medical Associates,Orthopedic Surgery,SC,20,Negotiation,0.70,125300.00,Full Suite,Conference,Marcus Williams,Southeast,2026-01-30,2026-03-02,3
006511373055,Highland Gastroenterology Medical Associates,Gastroenterology,NE,3,Prospecting,0.10,69900.00,EHR + PM,Existing Customer Expansion,David Kim,Midwest,2026-01-20,2026-06-17,39
006402101712,Central Urology Specialty Group,Urology,IN,1,Prospecting,0.10,73400.00,Full Suite,Webinar,David Kim,Midwest,2025-09-24,2026-01-18,37
006982411618,Premier Gastroenterology Institute,Gastroenterology,PA,1,Discovery,0.20,98300.00,EHR,Content Download,Sarah Chen,Northeast,2025-11-18,2026-04-03,31
006460906441,Valley Dermatology Clinic,Dermatology,HI,1,Demo Scheduled,0.30,100800.00,EHR + PM + RCM,Outbound BDR,Alex Morrison,West,2025-09-24,2025-12-27,24
006379579682,Highland Dermatology Practice,Dermatology,UT,2,Prospecting,0.10,88000.00,Full Suite,Content Download,Alex Morrison,West,2025-10-30,2026-04-20,36
006947701446,Sunrise Orthopedic Specialists,Orthopedic Surgery,WI,12,Demo Scheduled,0.30,164200.00,EHR + PM,Conference,David Kim,Midwest,2026-01-07,2026-06-22,3
006299324226,Mountain Orthopedic Healthcare Partners,Orthopedic Surgery,MI,3,Closed Lost,0.00,125900.00,EHR + PM + RCM,Content Download,David Kim,Midwest,2025-11-27,2026-03-04,44
006503132343,Central Podiatry Specialists,Podiatry,RI,1,Demo Scheduled,0.30,59700.00,EHR + PM + RCM,Partner,Sarah Chen,Northeast,2026-01-15,2026-04-30,38
006691304794,Summit Pain Center for Excellence,Pain Management,NY,20,Proposal Sent,0.55,31800.00,Full Suite,Outbound BDR,Sarah Chen,Northeast,2025-11-06,2025-12-08,28
006734879059,Coastal Pain Medical Associates,Pain Management,MA,5,Proposal Sent,0.55,85000.00,EHR + PM + RCM,Content Download,Sarah Chen,Northeast,2025-09-26,2026-01-02,40
006941855729,Valley Podiatry Practice,Podiatry,KS,2,Closed Lost,0.00,44200.00,EHR,Webinar,David Kim,Midwest,2026-02-19,2026-07-26,1
006841261012,River Gastroenterology Medical Associates,Gastroenterology,KY,3,Discovery,0.20,157200.00,RCM Only,Inbound Web,Marcus Williams,Southeast,2025-11-27,2026-04-08,36
006692000780,Summit Otolaryngology Medical Practice,Otolaryngology,NM,2,Prospecting,0.10,49500.00,EHR,Conference,Jennifer Ruiz,Southwest,2025-09-06,2025-11-28,22
006712880725,Highland Dermatology Healthcare Partners,Dermatology,MN,5,Prospecting,0.10,48200.00,EHR + PM,Referral,David Kim,Midwest,2026-01-15,2026-03-23,36
006473818005,Bay Area Dermatology Medical Practice,Dermatology,UT,5,Demo Scheduled,0.30,87300.00,EHR + PM + RCM,Partner,Alex Morrison,West,2025-10-07,2026-03-07,9
006577374161,Valley Orthopedic Medical Practice,Orthopedic Surgery,MT,5,Discovery,0.20,84500.00,Full Suite,Webinar,Alex Morrison,West,2026-02-19,2026-05-30,9
006649366412,Bay Area Plastic Medical Center,Plastic Surgery,ID,3,Discovery,0.20,85900.00,EHR + PM,Partner,Alex Morrison,West,2025-10-08,2026-03-24,33
006217915714,Heritage Otolaryngology Medical Practice,Otolaryngology,NJ,2,Prospecting,0.10,51000.00,EHR + PM,Conference,Sarah Chen,Northeast,2025-12-13,2026-01-31,31
006793932955,Lakeside Podiatry Practice,Podiatry,CA,1,Demo Complete,0.40,59100.00,Full Suite,Referral,Alex Morrison,West,2025-12-26,2026-02-19,2
006304504854,Metro Ophthalmology Medical Practice,Ophthalmology,SD,5,Prospecting,0.10,103800.00,EHR + PM,Conference,David Kim,Midwest,2025-09-22,2026-03-14,37
006573928711,Advanced Urology Clinic,Urology,VA,5,Negotiation,0.70,50400.00,EHR + PM,Outbound BDR,Marcus Williams,Southeast,2026-02-18,2026-04-23,8
006959316536,Bay Area Gastroenterology Practice,Gastroenterology,OK,20,Demo Complete,0.40,63200.00,EHR + PM + RCM,Content Download,Jennifer Ruiz,Southwest,2026-02-05,2026-06-06,15
006496104165,Palm Pain Specialists,Pain Management,TX,2,Negotiation,0.70,35000.00,EHR + PM + RCM,Inbound Web,Jennifer Ruiz,Southwest,2025-10-20,2025-12-03,4
006634711316,Central Gastroenterology Clinic,Gastroenterology,NE,2,Demo Complete,0.40,70100.00,EHR + PM,Inbound Web,David Kim,Midwest,2025-10-06,2025-12-20,39
006998928136,Mountain Gastroenterology Specialty Group,Gastroenterology,PA,3,Proposal Sent,0.55,145300.00,Full Suite,Webinar,Sarah Chen,Northeast,2025-12-31,2026-03-06,11
006174230563,Advanced Pain Institute,Pain Management,OR,12,Verbal Commit,0.85,82600.00,EHR + PM,Referral,Alex Morrison,West,2025-12-10,2026-05-01,13
006537775191,Metro Ophthalmology Specialty Group,Ophthalmology,NE,5,Proposal Sent,0.55,58500.00,Full Suite,Inbound Web,David Kim,Midwest,2025-09-24,2026-01-25,38
006567702187,Summit Gastroenterology Specialty Group,Gastroenterology,WY,8,Prospecting,0.10,54700.00,EHR + PM + RCM,Referral,Alex Morrison,West,2025-12-27,2026-05-18,12
006646510280,Premier Plastic Medical Practice,Plastic Surgery,ME,3,Closed Won,1.00,112500.00,EHR + PM + RCM,Inbound Web,Sarah Chen,Northeast,2025-10-13,2026-03-14,6
006564768104,Palm Ophthalmology Specialists,Ophthalmology,MA,8,Closed Lost,0.00,95400.00,EHR + PM,Existing Customer Expansion,Sarah Chen,Northeast,2026-01-28,2026-05-28,19
006478422734,Highland Orthopedic Specialty Group,Orthopedic Surgery,MA,5,Discovery,0.20,112900.00,EHR + PM + RCM,Conference,Sarah Chen,Northeast,2025-12-09,2026-02-08,2
006605414995,Coastal Podiatry Medical Practice,Podiatry,ME,2,Negotiation,0.70,21200.00,EHR + PM,Webinar,Sarah Chen,Northeast,2026-01-28,2026-06-04,20
006203605249,Heritage Plastic Center for Excellence,Plastic Surgery,ID,3,Demo Scheduled,0.30,70900.00,EHR + PM + RCM,Inbound Web,Alex Morrison,West,2025-10-12,2026-01-18,2
006159190402,Advanced Orthopedic Healthcare Partners,Orthopedic Surgery,CT,3,Demo Scheduled,0.30,116800.00,EHR + PM,Partner,Sarah Chen,Northeast,2025-09-30,2026-03-14,34
006898081538,Valley Pain Clinic,Pain Management,ID,1,Prospecting,0.10,81200.00,Full Suite,Content Download,Alex Morrison,West,2025-10-11,2025-11-30,13
006462800505,Coastal Podiatry Practice,Podiatry,UT,5,Prospecting,0.10,42700.00,EHR + PM + RCM,Conference,Alex Morrison,West,2025-10-26,2026-03-01,22
006471216171,Lakeside Ophthalmology Clinic,Ophthalmology,CT,5,Demo Complete,0.40,128600.00,EHR + PM,Referral,Sarah Chen,Northeast,2025-12-09,2026-05-21,14
006204643520,Advanced Podiatry Specialists,Podiatry,NM,5,Discovery,0.20,52700.00,EHR + PM + RCM,Referral,Jennifer Ruiz,Southwest,2025-10-20,2026-01-25,9
006472441830,Advanced Gastroenterology Clinic,Gastroenterology,OK,3,Negotiation,0.70,119200.00,EHR + PM,Partner,Jennifer Ruiz,Southwest,2025-10-28,2026-01-29,3
006347925888,Palm Ophthalmology Medical Associates,Ophthalmology,CO,3,Proposal Sent,0.55,91600.00,EHR + PM + RCM,Outbound BDR,Alex Morrison,West,2026-02-01,2026-05-04,21
006429250839,Central Urology Healthcare Partners,Urology,OR,1,Negotiation,0.70,56500.00,EHR + PM + RCM,Outbound BDR,Alex Morrison,West,2026-01-02,2026-03-16,18
006217736317,Coastal Plastic Healthcare Partners,Plastic Surgery,AZ,3,Proposal Sent,0.55,88200.00,RCM Only,Conference,Jennifer Ruiz,Southwest,2026-01-21,2026-03-13,29
006880985678,Premier Plastic Healthcare Partners,Plastic Surgery,TX,3,Proposal Sent,0.55,115000.00,Full Suite,Existing Customer Expansion,Jennifer Ruiz,Southwest,2025-11-29,2026-03-17,5
006819237744,Premier Urology Healthcare Partners,Urology,AZ,3,Demo Complete,0.40,138500.00,EHR,Referral,Jennifer Ruiz,Southwest,2026-02-02,2026-06-05,15
006457731891,Summit Plastic Medical Practice,Plastic Surgery,NY,5,Demo Scheduled,0.30,92400.00,EHR + PM + RCM,Referral,Sarah Chen,Northeast,2025-10-24,2026-02-15,14
006951400390,Central Urology Specialists,Urology,WV,2,Demo Scheduled,0.30,42900.00,EHR + PM,Existing Customer Expansion,Marcus Williams,Southeast,2025-10-11,2026-02-19,44
006255762877,Mountain Dermatology Clinic,Dermatology,NM,8,Demo Complete,0.40,87600.00,Full Suite,Conference,Jennifer Ruiz,Southwest,2025-09-03,2025-12-24,10
006176281293,Metro Otolaryngology Specialty Group,Otolaryngology,ID,1,Demo Scheduled,0.30,70600.00,EHR,Existing Customer Expansion,Alex Morrison,West,2025-12-07,2026-05-04,15
006508565132,Mountain Urology Medical Center,Urology,NV,5,Negotiation,0.70,105600.00,EHR + PM,Webinar,Alex Morrison,West,2025-11-08,2025-12-09,1
006593636587,Lakeside Ophthalmology Clinic,Ophthalmology,UT,12,Discovery,0.20,154200.00,EHR + PM,Referral,Alex Morrison,West,2025-09-17,2026-01-22,26
006230264286,Lakeside Ophthalmology Medical Practice,Ophthalmology,KS,8,Prospecting,0.10,103700.00,EHR + PM + RCM,Conference,David Kim,Midwest,2026-02-23,2026-08-12,3
006920937891,Valley Pain Center for Excellence,Pain Management,WA,3,Discovery,0.20,50400.00,Full Suite,Existing Customer Expansion,Alex Morrison,West,2026-01-10,2026-04-16,15
006329083917,Bay Area Gastroenterology Medical Center,Gastroenterology,IA,2,Closed Won,1.00,120900.00,EHR + PM + RCM,Outbound BDR,David Kim,Midwest,2025-09-07,2026-01-29,23
006235231724,Highland Orthopedic Medical Practice,Orthopedic Surgery,CT,8,Demo Complete,0.40,100200.00,EHR + PM,Inbound Web,Sarah Chen,Northeast,2025-10-30,2026-02-28,32
006201031343,Central Otolaryngology Medical Center,Otolaryngology,NM,2,Prospecting,0.10,78700.00,EHR + PM + RCM,Referral,Jennifer Ruiz,Southwest,2025-10-28,2025-12-16,34
006385702065,Highland Dermatology Center for Excellence,Dermatology,KS,5,Prospecting,0.10,114300.00,EHR + PM,Inbound Web,David Kim,Midwest,2026-02-17,2026-04-10,11
006371127304,Metro Dermatology Institute,Dermatology,OK,3,Demo Scheduled,0.30,101600.00,Full Suite,Inbound Web,Jennifer Ruiz,Southwest,2026-01-20,2026-04-11,20
006100881260,Bay Area Pain Specialists,Pain Management,CT,3,Demo Scheduled,0.30,52700.00,EHR + PM,Referral,Sarah Chen,Northeast,2025-09-30,2026-01-09,34
006434252900,Coastal Pain Specialists,Pain Management,ME,5,Discovery,0.20,36300.00,Full Suite,Existing Customer Expansion,Sarah Chen,Northeast,2025-12-19,2026-05-01,19
006512768180,Metro Dermatology Practice,Dermatology,CA,1,Demo Scheduled,0.30,74800.00,RCM Only,Referral,Alex Morrison,West,2026-01-12,2026-04-19,10
006272455805,Lakeside Podiatry Medical Practice,Podiatry,GA,5,Negotiation,0.70,54700.00,EHR + PM,Conference,Marcus Williams,Southeast,2025-10-27,2025-12-11,25
006267071514,Mountain Urology Specialists,Urology,NM,8,Prospecting,0.10,114700.00,Full Suite,Referral,Jennifer Ruiz,Southwest,2025-09-14,2025-11-18,43
006765406895,Premier Pain Clinic,Pain Management,HI,3,Demo Complete,0.40,67100.00,EHR + PM + RCM,Inbound Web,Alex Morrison,West,2025-09-25,2026-02-28,42
006133312546,River Ophthalmology Practice,Ophthalmology,IL,1,Negotiation,0.70,137300.00,EHR + PM,Inbound Web,David Kim,Midwest,2025-10-19,2026-04-15,33
006262698709,Summit Gastroenterology Specialists,Gastroenterology,GA,12,Demo Scheduled,0.30,113500.00,Full Suite,Conference,Marcus Williams,Southeast,2025-09-10,2026-02-14,13
006495293512,Summit Urology Specialists,Urology,MT,3,Discovery,0.20,108600.00,EHR + PM,Inbound Web,Alex Morrison,West,2026-01-04,2026-06-07,32
006303881538,Premier Otolaryngology Healthcare Partners,Otolaryngology,SC,12,Prospecting,0.10,44000.00,EHR,Partner,Marcus Williams,Southeast,2025-12-13,2026-02-03,20
006752440423,Mountain Pain Healthcare Partners,Pain Management,VT,3,Discovery,0.20,72500.00,EHR + PM + RCM,Outbound BDR,Sarah Chen,Northeast,2025-12-12,2026-01-16,24
006691206146,Lakeside Otolaryngology Center for Excellence,Otolaryngology,AZ,1,Demo Complete,0.40,90200.00,Full Suite,Referral,Jennifer Ruiz,Southwest,2025-12-05,2026-02-24,21
006418258732,Summit Urology Healthcare Partners,Urology,SC,2,Prospecting,0.10,55500.00,EHR + PM,Webinar,Marcus Williams,Southeast,2025-10-19,2025-12-23,26
006794182672,Sunrise Dermatology Institute,Dermatology,IL,5,Demo Scheduled,0.30,85100.00,EHR,Partner,David Kim,Midwest,2025-10-18,2026-02-03,44
006229195542,Metro Ophthalmology Practice,Ophthalmology,MA,3,Prospecting,0.10,126100.00,Full Suite,Content Download,Sarah Chen,Northeast,2025-11-26,2026-01-13,15
006814051543,River Dermatology Medical Practice,Dermatology,HI,5,Proposal Sent,0.55,77500.00,EHR + PM + RCM,Outbound BDR,Alex Morrison,West,2025-10-13,2026-01-17,8
006412618886,Coastal Otolaryngology Clinic,Otolaryngology,TN,5,Closed Won,1.00,81100.00,EHR + PM,Webinar,Marcus Williams,Southeast,2026-01-03,2026-02-09,21
006685875590,Lakeside Pain Healthcare Partners,Pain Management,ME,5,Discovery,0.20,25900.00,EHR + PM + RCM,Partner,Sarah Chen,Northeast,2026-01-12,2026-02-12,7
006284898160,Lakeside Podiatry Center for Excellence,Podiatry,UT,2,Prospecting,0.10,50800.00,EHR + PM,Partner,Alex Morrison,West,2025-11-14,2026-04-10,31
006475607007,Bay Area Podiatry Medical Associates,Podiatry,CO,3,Prospecting,0.10,72700.00,EHR + PM + RCM,Existing Customer Expansion,Alex Morrison,West,2026-02-23,2026-07-24,3
006610409379,Coastal Pain Center for Excellence,Pain Management,AZ,1,Verbal Commit,0.85,89700.00,EHR + PM,Content Download,Jennifer Ruiz,Southwest,2026-01-30,2026-03-05,28
006875970059,Coastal Podiatry Specialists,Podiatry,MI,2,Demo Scheduled,0.30,48000.00,EHR + PM + RCM,Inbound Web,David Kim,Midwest,2025-09-06,2025-11-06,29
006403875093,Mountain Gastroenterology Medical Associates,Gastroenterology,CA,8,Discovery,0.20,118000.00,EHR + PM,Inbound Web,Alex Morrison,West,2025-10-22,2026-04-08,18
006958820598,Advanced Orthopedic Institute,Orthopedic Surgery,UT,20,Demo Scheduled,0.30,138500.00,EHR,Content Download,Alex Morrison,West,2025-11-05,2026-02-18,13
006114115231,Bay Area Orthopedic Specialists,Orthopedic Surgery,OH,1,Discovery,0.20,137500.00,EHR,Inbound Web,David Kim,Midwest,2026-02-01,2026-06-21,9
006932396664,Lakeside Urology Medical Associates,Urology,LA,20,Discovery,0.20,124300.00,EHR + PM + RCM,Referral,Marcus Williams,Southeast,2026-01-13,2026-04-12,30
006821349689,Advanced Orthopedic Medical Center,Orthopedic Surgery,GA,2,Demo Scheduled,0.30,184400.00,EHR,Referral,Marcus Williams,Southeast,2025-09-19,2025-10-20,29
006926935002,Palm Dermatology Specialists,Dermatology,WY,2,Negotiation,0.70,114700.00,Full Suite,Partner,Alex Morrison,West,2025-11-30,2026-05-05,9
006555349857,Coastal Plastic Medical Associates,Plastic Surgery,CA,1,Prospecting,0.10,95100.00,EHR,Outbound BDR,Alex Morrison,West,2025-09-13,2025-12-23,30
006895626052,Sunrise Pain Medical Practice,Pain Management,PA,1,Demo Scheduled,0.30,76900.00,RCM Only,Outbound BDR,Sarah Chen,Northeast,2025-09-09,2026-01-05,16
006918916570,Bay Area Orthopedic Medical Practice,Orthopedic Surgery,PA,5,Prospecting,0.10,67500.00,EHR + PM,Inbound Web,Sarah Chen,Northeast,2025-09-06,2025-12-02,36
006321536537,Mountain Pain Medical Practice,Pain Management,OH,12,Demo Scheduled,0.30,48600.00,EHR,Inbound Web,David Kim,Midwest,2025-11-19,2026-01-12,2
006813294303,Sunrise Dermatology Healthcare Partners,Dermatology,CA,8,Discovery,0.20,118400.00,EHR + PM + RCM,Existing Customer Expansion,Alex Morrison,West,2025-12-16,2026-01-25,15
006329087925,Highland Podiatry Healthcare Partners,Podiatry,NE,5,Discovery,0.20,34300.00,EHR,Referral,David Kim,Midwest,2025-10-22,2026-01-02,22
006619207306,Premier Otolaryngology Center for Excellence,Otolaryngology,VT,5,Discovery,0.20,87200.00,EHR,Webinar,Sarah Chen,Northeast,2025-11-19,2026-04-17,11
006551928666,Heritage Dermatology Medical Associates,Dermatology,UT,3,Discovery,0.20,60600.00,Full Suite,Webinar,Alex Morrison,West,2025-09-27,2025-12-15,1
006959353337,Central Pain Clinic,Pain Management,GA,8,Demo Scheduled,0.30,51600.00,EHR + PM,Referral,Marcus Williams,Southeast,2026-02-04,2026-06-13,6
006427958172,Sunrise Podiatry Specialty Group,Podiatry,AR,5,Discovery,0.20,20800.00,EHR + PM,Inbound Web,Marcus Williams,Southeast,2025-09-20,2026-01-19,17
006459807812,Valley Pain Clinic,Pain Management,AL,12,Discovery,0.20,53500.00,EHR + PM,Webinar,Marcus Williams,Southeast,2025-10-14,2026-03-12,36
006881070797,Coastal Urology Institute,Urology,WY,3,Negotiation,0.70,108100.00,EHR + PM,Inbound Web,Alex Morrison,West,2026-01-10,2026-06-20,26
006678020005,Highland Ophthalmology Institute,Ophthalmology,IN,5,Discovery,0.20,120000.00,RCM Only,Existing Customer Expansion,David Kim,Midwest,2025-10-14,2026-01-25,9
006505403175,Sunrise Dermatology Specialty Group,Dermatology,FL,3,Discovery,0.20,64400.00,EHR,Inbound Web,Marcus Williams,Southeast,2025-10-06,2026-02-06,37
006292803702,Highland Ophthalmology Specialty Group,Ophthalmology,VT,1,Demo Scheduled,0.30,96200.00,EHR + PM + RCM,Webinar,Sarah Chen,Northeast,2026-01-29,2026-06-20,22
006302291677,Central Podiatry Center for Excellence,Podiatry,ID,5,Demo Scheduled,0.30,54300.00,EHR + PM + RCM,Conference,Alex Morrison,West,2025-09-18,2025-10-29,7
006554197399,Valley Urology Specialists,Urology,PA,3,Prospecting,0.10,99600.00,EHR,Inbound Web,Sarah Chen,Northeast,2025-12-12,2026-03-29,9
006174374007,Coastal Gastroenterology Medical Center,Gastroenterology,TX,2,Verbal Commit,0.85,141300.00,Full Suite,Outbound BDR,Jennifer Ruiz,Southwest,2025-10-17,2025-12-22,40
006988428360,Advanced Orthopedic Specialists,Orthopedic Surgery,IL,2,Prospecting,0.10,159000.00,EHR + PM + RCM,Partner,David Kim,Midwest,2025-12-14,2026-06-10,6
006768970836,Central Ophthalmology Clinic,Ophthalmology,LA,12,Demo Scheduled,0.30,127200.00,EHR + PM,Existing Customer Expansion,Marcus Williams,Southeast,2026-02-23,2026-04-20,5
006672654868,River Ophthalmology Practice,Ophthalmology,TN,8,Negotiation,0.70,151600.00,EHR,Outbound BDR,Marcus Williams,Southeast,2025-12-31,2026-03-18,15
006590983955,Premier Orthopedic Medical Associates,Orthopedic Surgery,NM,2,Verbal Commit,0.85,172400.00,EHR + PM + RCM,Inbound Web,Jennifer Ruiz,Southwest,2025-09-16,2025-11-18,25
006468874933,Highland Urology Medical Center,Urology,ME,8,Demo Complete,0.40,84400.00,EHR + PM,Existing Customer Expansion,Sarah Chen,Northeast,2025-09-30,2026-03-12,29
006170199042,Sunrise Otolaryngology Healthcare Partners,Otolaryngology,AZ,3,Discovery,0.20,50000.00,Full Suite,Inbound Web,Jennifer Ruiz,Southwest,2025-10-18,2026-03-15,2
006802204457,Premier Plastic Healthcare Partners,Plastic Surgery,OK,3,Verbal Commit,0.85,99000.00,EHR,Conference,Jennifer Ruiz,Southwest,2025-11-28,2026-04-14,4
006614360851,Metro Ophthalmology Practice,Ophthalmology,VA,2,Discovery,0.20,159300.00,EHR + PM,Inbound Web,Marcus Williams,Southeast,2025-12-10,2026-04-14,38
006947019310,Heritage Urology Medical Center,Urology,NM,12,Prospecting,0.10,117100.00,EHR,Existing Customer Expansion,Jennifer Ruiz,Southwest,2025-10-19,2026-01-15,9
006374773050,Palm Dermatology Specialists,Dermatology,PA,2,Prospecting,0.10,61200.00,EHR + PM,Referral,Sarah Chen,Northeast,2025-09-21,2025-12-10,23
006585505175,Heritage Podiatry Practice,Podiatry,SD,3,Prospecting,0.10,44900.00,EHR + PM + RCM,Inbound Web,David Kim,Midwest,2026-02-20,2026-04-08,5
006294223358,Sunrise Gastroenterology Medical Practice,Gastroenterology,LA,3,Demo Complete,0.40,60700.00,EHR + PM,Conference,Marcus Williams,Southeast,2025-11-15,2026-01-12,34
006799566417,Highland Urology Medical Associates,Urology,PA,5,Prospecting,0.10,130100.00,EHR + PM,Outbound BDR,Sarah Chen,Northeast,2025-10-23,2025-12-01,40
006880935545,Palm Pain Medical Practice,Pain Management,NE,1,Demo Scheduled,0.30,35800.00,EHR,Conference,David Kim,Midwest,2026-01-22,2026-05-27,32
006510353157,Sunrise Otolaryngology Center for Excellence,Otolaryngology,SD,3,Demo Complete,0.40,87600.00,EHR + PM,Existing Customer Expansion,David Kim,Midwest,2025-12-27,2026-02-09,37
006703325401,Palm Pain Medical Associates,Pain Management,OK,2,Verbal Commit,0.85,57900.00,EHR + PM + RCM,Inbound Web,Jennifer Ruiz,Southwest,2025-11-14,2026-01-24,26
006145108353,Heritage Plastic Specialty Group,Plastic Surgery,FL,3,Demo Scheduled,0.30,51600.00,EHR + PM,Partner,Marcus Williams,Southeast,2025-10-17,2025-11-30,20
006946319635,Sunrise Plastic Specialists,Plastic Surgery,NC,8,Prospecting,0.10,100800.00,EHR,Inbound Web,Marcus Williams,Southeast,2025-09-23,2026-01-31,6
006172393898,Bay Area Dermatology Institute,Dermatology,ID,2,Discovery,0.20,102800.00,EHR + PM,Partner,Alex Morrison,West,2026-01-05,2026-06-25,1
006277254535,Bay Area Urology Institute,Urology,NM,20,Demo Scheduled,0.30,124100.00,RCM Only,Partner,Jennifer Ruiz,Southwest,2026-01-06,2026-03-02,24
006958241541,Mountain Ophthalmology Healthcare Partners,Ophthalmology,KY,2,Demo Complete,0.40,45200.00,Full Suite,Outbound BDR,Marcus Williams,Southeast,2025-11-09,2026-02-12,4
006987256967,Coastal Podiatry Medical Associates,Podiatry,RI,5,Verbal Commit,0.85,49000.00,EHR + PM,Webinar,Sarah Chen,Northeast,2025-09-14,2026-03-08,32
006799819467,Highland Otolaryngology Medical Practice,Otolaryngology,AZ,2,Proposal Sent,0.55,64400.00,EHR,Inbound Web,Jennifer Ruiz,Southwest,2025-11-27,2026-01-02,11
006827271665,Summit Otolaryngology Medical Associates,Otolaryngology,MA,3,Prospecting,0.10,56100.00,Full Suite,Conference,Sarah Chen,Northeast,2025-09-18,2025-10-29,20
006749936641,Heritage Dermatology Institute,Dermatology,NM,5,Demo Scheduled,0.30,37800.00,EHR + PM,Outbound BDR,Jennifer Ruiz,Southwest,2026-02-10,2026-07-19,17
006441216117,River Plastic Healthcare Partners,Plastic Surgery,NY,20,Prospecting,0.10,105100.00,EHR + PM + RCM,Outbound BDR,Sarah Chen,Northeast,2025-09-25,2026-02-26,14
006996702885,Palm Ophthalmology Medical Associates,Ophthalmology,MT,3,Prospecting,0.10,154700.00,Full Suite,Webinar,Alex Morrison,West,2025-12-21,2026-02-27,10
006327848710,Heritage Urology Institute,Urology,VA,5,Discovery,0.20,102500.00,EHR + PM,Inbound Web,Marcus Williams,Southeast,2025-09-16,2025-11-13,37
006440809045,Highland Pain Healthcare Partners,Pain Management,MA,8,Demo Scheduled,0.30,40000.00,EHR + PM + RCM,Conference,Sarah Chen,Northeast,2025-11-02,2026-02-13,22
006924674728,Lakeside Pain Institute,Pain Management,SD,8,Prospecting,0.10,32300.00,EHR + PM + RCM,Partner,David Kim,Midwest,2025-12-07,2026-02-15,9
006599412282,Coastal Otolaryngology Medical Center,Otolaryngology,NH,5,Demo Scheduled,0.30,53200.00,EHR + PM + RCM,Webinar,Sarah Chen,Northeast,2026-02-15,2026-08-07,11
006404704076,Sunrise Pain Medical Associates,Pain Management,TX,12,Demo Scheduled,0.30,53700.00,EHR + PM + RCM,Webinar,Jennifer Ruiz,Southwest,2025-11-29,2026-02-10,13
006415076163,Heritage Pain Practice,Pain Management,OK,2,Demo Scheduled,0.30,68400.00,EHR + PM,Outbound BDR,Jennifer Ruiz,Southwest,2026-01-07,2026-02-06,6
006348402215,River Urology Specialty Group,Urology,NH,2,Discovery,0.20,106000.00,EHR,Content Download,Sarah Chen,Northeast,2026-02-14,2026-06-14,7
006980896664,Bay Area Urology Practice,Urology,IA,1,Prospecting,0.10,108800.00,Full Suite,Outbound BDR,David Kim,Midwest,2025-10-04,2026-01-12,40
006462348456,Coastal Urology Medical Center,Urology,OK,2,Closed Lost,0.00,42500.00,RCM Only,Content Download,Jennifer Ruiz,Southwest,2025-10-14,2025-12-20,29
006195646556,Sunrise Ophthalmology Institute,Ophthalmology,WY,3,Demo Complete,0.40,83300.00,EHR + PM,Partner,Alex Morrison,West,2026-01-29,2026-04-23,1
006281820888,Heritage Gastroenterology Clinic,Gastroenterology,KY,5,Demo Complete,0.40,149700.00,EHR + PM + RCM,Conference,Marcus Williams,Southeast,2025-09-13,2025-12-02,16
006960139242,Advanced Ophthalmology Healthcare Partners,Ophthalmology,OK,3,Closed Won,1.00,46000.00,EHR + PM,Webinar,Jennifer Ruiz,Southwest,2025-12-17,2026-04-05,31
006144905908,Coastal Plastic Medical Practice,Plastic Surgery,SD,1,Demo Scheduled,0.30,124400.00,EHR + PM + RCM,Partner,David Kim,Midwest,2025-12-24,2026-05-10,37
006670290324,Mountain Ophthalmology Healthcare Partners,Ophthalmology,TN,5,Closed Lost,0.00,86900.00,EHR + PM + RCM,Webinar,Marcus Williams,Southeast,2025-11-18,2026-04-30,20
006619142497,Summit Orthopedic Institute,Orthopedic Surgery,OK,2,Discovery,0.20,171200.00,EHR + PM + RCM,Inbound Web,Jennifer Ruiz,Southwest,2025-09-20,2026-02-25,24
006266214700,Metro Plastic Practice,Plastic Surgery,MI,12,Discovery,0.20,62500.00,EHR,Conference,David Kim,Midwest,2025-09-17,2026-03-07,44
006726441577,Central Pain Institute,Pain Management,TX,3,Prospecting,0.10,35600.00,RCM Only,Webinar,Jennifer Ruiz,Southwest,2025-10-14,2025-12-08,44
006516123405,Coastal Dermatology Healthcare Partners,Dermatology,IL,1,Negotiation,0.70,52800.00,EHR + PM + RCM,Inbound Web,David Kim,Midwest,2026-01-14,2026-06-28,12
006919253455,Mountain Orthopedic Clinic,Orthopedic Surgery,CO,5,Discovery,0.20,192500.00,EHR + PM + RCM,Partner,Alex Morrison,West,2025-12-20,2026-06-10,28
006348552338,Mountain Podiatry Medical Associates,Podiatry,OH,2,Demo Scheduled,0.30,59700.00,EHR,Existing Customer Expansion,David Kim,Midwest,2026-02-24,2026-04-14,3
006425366874,Bay Area Pain Medical Center,Pain Management,OK,3,Prospecting,0.10,54000.00,EHR + PM,Webinar,Jennifer Ruiz,Southwest,2025-12-27,2026-04-15,23
